Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [2525 Mini Shop],Price [2525 Mini Shop],In stock [2525 Mini Shop],Low stock [2525 Mini Shop],"Tax - ""消費税"" (8%)"
การ์นิเย่-สกิน-แนทเชอรัลส์-ซูเปอร์-ยูวี-อินวิซิเบิ้ล-เซรั่ม-ซันส,10547,การ์นิเย่ สกิน แนทเชอรัลส์ ซูเปอร์ ยูวี-อินวิซิเบิ้ล เซรั่ม ซันส,Cosmetic,,N,,,,,,,0,8994993023448,,,Y,Y,330,0.000,,Y
การ์นิเย่-สกิน-แนทเชอรัลส์-ซูเปอร์-ยูวี-อินวิซิเบิ้ล-เซรั่ม-ซันส-1,10551,การ์นิเย่ สกิน แนทเชอรัลส์ ซูเปอร์ ยูวี-อินวิซิเบิ้ล เซรั่ม ซันส,,,N,,,,,,,0,8994993023523,,,Y,Y,2000,4.000,0.000,Y
กาแฟคาปูชิโน่สำเร็จรูปชนิดผง-ตรา-บี-คอฟฟี่,10611,กาแฟคาปูชิโน่สำเร็จรูปชนิดผง ตรา บี คอฟฟี่,,,N,,,,,,,1000,8859599300044,,,Y,Y,1500,6.000,,Y
กาแฟลำใย,10576,กาแฟลำใย,เครื่องดื่ม,,N,,,,,,,1300,8857128834305,,,Y,Y,1998,3.000,,Y
กำยาน,10959,กำยาน,,,N,,,,,,,0,,,,Y,Y,700,1.000,,Y
กุ้งก้ามกร้าม(オニテナガエビ),10423,กุ้งก้ามกร้าม(オニテナガエビ),,,N,,,,,,,0,8858265001025,,,Y,Y,1500,0.000,0.000,Y
กุ้งจ่อมตลาดไท,10184,กุ้งจ่อมตลาดไท,หมวดกระป๋อง,,N,,,,,,,270,8858771600927,,,Y,Y,450,14.000,0.000,Y
กุ้งแห้งtôm-khô!(s),10243,กุ้งแห้งtôm khô!(s),ของสด,,N,,,,,,,0,,,,Y,Y,550,0.000,,Y
กุ้งแห้งtôm-khô,10289,กุ้งแห้งtôm khôใหญ่,ของสด,,N,,,,,,,0,,,,Y,Y,650,0.000,,Y
กุนเชียงปลา,10608,กุนเชียงปลา,ของสด,,N,,,,,,,1200,8857122972096,,,Y,Y,1600,6.000,,Y
กุนเชียงปลาปึงหงี่เชียง,10886,กุนเชียงปลาปึงหงี่เชียง,ของตากแห้ง,,N,,,,,,,1000,8855550003221,,,Y,Y,1500,1.000,0.000,Y
ขนมกลีบลำดวน,10734,ขนมกลีบลำดวน,ขนม,,N,,,,,,,500,8857127587011,,,Y,Y,600,0.000,0.000,Y
ขนมขาไก่-5รสวีฟู้ดส์,10884,ขนมขาไก่ 5รสวีฟู้ดส์,ขนม,,N,,,,,,,450,8858223014715,,,Y,Y,650,4.000,0.000,Y
ขนมขาไก่3รสmixhot-chilli-biscuits-sticks,10148,ขนมขาไก่3รสmixHOT CHILLI BISCUITS STICKS,Snak,,N,,,,,,,95,8858223008479,,,Y,Y,150,36.000,,Y
ขนมคอนเน่,10600,ขนมคอนเน่,ขนม,,N,,,,,,,0,8851727003032,,,Y,Y,650,0.000,0.000,Y
ขนมคาราด้า,10599,ขนมคาราด้า,ขนม,,N,,,,,,,2150,8855588141131,,,Y,Y,650,0.000,0.000,Y
ขนมถั่วตัด,10883,ขนมถั่วตัด,ขนม,,N,,,,,,,450,8851863020016,,,Y,Y,600,0.000,0.000,Y
ขนมถั่วพิมพ์-รสใบเตย,10957,ขนมถั่วพิมพ์ รสใบเตย,ขนม,,N,,,,,,,500,8857121694029,,,Y,Y,650,0.000,,Y
ขนมถั่วพิมพ์สีเหลือง,11074,ขนมถั่วพิมพ์สีเหลือง,,,N,,,,,,,550,8857121694333,,,Y,Y,700,1.000,,Y
ขนมปัง,11001,ขนมปัง,ของสด,,N,,,,,,,280,,,,Y,Y,350,0.000,,Y
ขนมปังกรอบใส้สัปปะรด,10710,ขนมปังกรอบใส้สัปปะรด,ขนม,,N,,,,,,,500,8858223005966,,,Y,Y,650,0.000,0.000,Y
ขนมปังใส้สัปะรด-1,10612,ขนมปังใส้สัปะรด,ขนม,,N,,,,,,,0,8857126636215,,,Y,Y,550,0.000,0.000,Y
ขนมเปี๊ยะนมสดไส้ถั่ว,11073,ขนมเปี๊ยะนมสดไส้ถั่ว,,,N,,,,,,,550,8857121694388,,,Y,Y,700,1.000,,Y
ขนมเปี๊ยะเนยสด-รวมรส,11072,ขนมเปี๊ยะเนยสด รวมรส,,,N,,,,,,,550,8857123006042,,,Y,Y,700,3.000,,Y
ขนมโปเต้,10598,ขนมโปเต้,ขนม,,N,,,,,,,0,8851727001045,,,Y,Y,650,0.000,0.000,Y
ขนมไทย-แม่เล็ก,10586,ขนมไทย แม่เล็ก,ของสด,,N,,,,,,,400,123456789,,,Y,Y,500,13.000,,Y
ขนุนทอดกรอบ,10875,ขนุนทอดกรอบ,ขนม,,N,,,,,,,450,8857125286138,,,Y,Y,650,4.000,0.000,Y
ขนุนอบกรอบvinamitsince-1988jackfruit-chips,10173,ขนุนอบกรอบvinamitSINCE 1988Jackfruit Chips,Snak,,N,,,,,,,290,8934743042909,,,Y,Y,390,2.000,0.000,Y
ขนุนอบแห้ง,10476,ขนุนอบแห้ง,สินค้าเวียดนาม,,N,,,,,,,410,8934743032900,,,Y,Y,650,8.000,0.000,Y
ขนุนอ่อน,11100,ขนุนอ่อน,,,N,,,,,,,385,8859873200015,,,Y,Y,500,17.000,,Y
ขนุนอ่อนในน้ำ,10354,ขนุนอ่อนในน้ำ,หมวดกระป๋อง,,N,,,,,,,225,8850649200413,,,Y,Y,330,6.000,,Y
ขนุนแช่แข็ง(frozen-jackfruit),10901,ขนุนแช่แข็ง(Frozen Jackfruit),FROZEN,,N,,,,,,,390,4582745440328,,,Y,Y,550,10.000,,Y
ขนุนในน้ำเชื่อม,10373,ขนุนในน้ำเชื่อม,หมวดกระป๋อง,,N,,,,,,,0,016229001940,,,Y,Y,340,3.000,0.000,Y
ขากบสด冷凍カエルの足(đùi-ếch),10771,ขากบสด冷凍カエルの足(ĐÙI ẾCH),FROZEN,,N,,,,,,,759,4580781010017,,,Y,Y,998,15.000,0.000,Y
ข้าวกล่อง-นางเล็ด,10882,ข้าวกล่ำ นางเล็ด,ขนม,,N,,,,,,,400,8857123415080,,,Y,Y,650,3.000,0.000,Y
ข้าวคั่ว-100กรัม,11036,ข้าวคั่ว 100กรัม,เครื่องปรุง,,N,,,,,,,0,,,,Y,Y,200,20.000,,Y
ข้าวคั่วตราคุณชาย-250-กรัม,10172,ข้าวคั่วตราคุณชาย 250 กรัม,เครื่องปรุง,,N,,,,,,,650,8857106850495,,,Y,Y,850,4.000,,Y
ข้าวซอยตัด,10597,ข้าวซอยตัด,ขนม,,N,,,,,,,400,8859232999901,,,Y,Y,650,0.000,0.000,Y
ข้าวซอยตัด-1,11062,ข้าวซอยตัด,,,N,,,,,,,350,6920902967017,,,Y,Y,500,7.000,,Y
ข้าวต้มรสหมูสับกระเทียมพริกไทย,10058,ข้าวต้มรสหมูสับกระเทียมพริกไทย,อาหารแห้ง,,N,,,,,,,0,8851876005185,,,Y,Y,350,10.000,0.000,Y
ข้าวต้มรสเล้งแซ่บ,10939,ข้าวต้มรสเล้งแซ่บ,เครื่องปรุง,,N,,,,,,,0,8851876005215,,,Y,Y,350,4.000,0.000,Y
ขาวหอมมะลิ,10119,ข้าวหอมมะลิ บัวใหญ่,ข้าว,,N,,,,,,,4191,8851212200502,,,Y,Y,5500,2.000,0.000,Y
ข้าวหอมมะลิ(ข้าวเบญจรงค์),11045,ข้าวหอมมะลิ(ข้าวเบญจรงค์),ข้าว,,N,,,,,,,900,8851702000032,,,Y,Y,1300,5.000,,Y
ข้าวหอมมะลิตราฉัตร,10631,ข้าวหอมมะลิตราฉัตร,,,N,,,,,,,3823,8850187006393,,,Y,Y,5300,2.000,,Y
ข้าวหอมมะลิไทยタイ香り米ホムマリライズ-khao-hom-mali-thai-jasmine-rice,10705,ข้าวหอมมะลิไทยタイ香り米ホムマリライズ Khao Hom Mali Thai Jasmine Rice,ข้าว,,N,,,,,,,3793,4972933173068,,,Y,Y,5600,0.000,,Y
ข้าวเกรียบกุ้งมโนรา,10011,ข้าวเกรียบกุ้งมโนรา,ของตากแห้ง,,N,,,,,,,0,8850155012043,,,Y,Y,2500,1.000,0.000,Y
ข้าวเกรียบกุ้งมโนราห์-(กระป๋อง),10059,ข้าวเกรียบกุ้งมโนราห์ (กระป๋อง),Snak,,N,,,,,,,339,8850155011121,,,Y,Y,650,6.000,,Y
ข้าวเกรียบมโนรา500กรัม,10049,ข้าวเกรียบมโนรา500กรัม,Snak,,N,,,,,,,0,,,,Y,Y,2500,0.000,0.000,Y
ข้าวเกียบกุ้ง龍蝦片(5色),10664,ข้าวเกียบกุ้ง龍蝦片(5色),Snak,,N,,,,,,,4800,6921057500029,,,Y,Y,250,3.000,0.000,Y
ข้าวเสาให้白米,10478,ข้าวเสาให้白米,ข้าว,,N,,,,,,,3000,4533585605705,,,Y,Y,4750,0.000,0.000,Y
ข้าวเหนียวกล่อง,10294,ข้าวเหนียวกล่อง,อาหารแห้ง,,N,,,,,,,0,4972933399710,,,Y,Y,300,1.000,0.000,Y
ข้าวเหนียวเขี้ยวงูタイもち米,10477,ข้าวเหนียวเขี้ยวงูタイもち米,ข้าว,,N,,,,,,,4288,4972933399550,,,Y,Y,5800,3.000,,Y
ข้าวแต๋น,10650,ข้าวแต๋น,ขนม,,N,,,,,,,400,,,,Y,Y,550,3.000,0.000,Y
ข้าวแต๋นน้ำแตงโม,10649,ข้าวแต๋นน้ำแตงโม,ขนม,,N,,,,,,,450,2013882501129,,,Y,Y,650,3.000,0.000,Y
ข้าวแต๋นน้ำแตงโม-1,10632,ข้าวแต๋นน้ำแตงโม,ขนม,,N,,,,,,,450,2013882501129,,,Y,Y,550,0.000,0.000,Y
ข้าวแต๋นน้ำแตงโม-2,11132,ข้าวแต๋นน้ำแตงโม,ขนม,,N,,,,,,,500,8858393000969,,,Y,Y,650,0.000,,Y
ขาหมู(ไม่มีกระดูก)bắp-heo-rút-xương-骨無しアイスバイン,10896,ขาหมู(ไม่มีกระดูก)Bắp heo rút xương 骨無しアイスバイン,FROZEN,,N,,,,,,,890,,,,Y,Y,variable,10.000,0.000,Y
ขาหมูหั่น豚すね肉の輪切り,10099,ขาหมูหั่น豚スネカット(BẮP HEO CÓ DA CẮT SẴN),FROZEN,,N,,,,,,,803,39000270000018,,,Y,Y,1080,-5.000,,Y
ข่าแช่แข็ง(ガランガー),10422,ข่าแช่แข็ง(ガランガー),FROZEN,,N,,,,,,,204,8858265000462,,,Y,Y,295,33.000,,Y
คนอร์โจ๊กคัพรสหมู,10458,คนอร์โจ๊กคัพรสหมู,,,N,,,,,,,0,8850144207894,,,N,Y,180,,,Y
ครกดินเผา(l),10834,ครกดินเผา(L),เครื่องใช้ในครัว,,N,,,,,,,1901,,,,Y,Y,3500,1.000,0.000,Y
ครองแครง,10908,ครองแครง,FROZEN,,N,,,,,,,800,8857115170980,,,Y,Y,1000,1.000,,Y
คริกต้มโครง,10604,คริกต้มโครง,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,766,8850100121202,,,Y,Y,980,-2.000,,Y
คลิก-รสกุ้งนึ่งมะนาว,10752,คลิก รสกุ้งนึ่งมะนาว,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,8850100005182,,,Y,Y,980,1.000,0.000,Y
ควิก-ต้มยำกุ้ง,11026,ควิก ต้มยำกุ้ง,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,,,,Y,Y,980,1.000,,Y
ควิก-ต้มยำมันกุ้ง,11025,ควิก ต้มยำมันกุ้ง,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,8850100117205,,,Y,Y,980,3.000,,Y
ควิกต้มยำมันกุ้ง,10769,ควิกต้มยำมันกุ้ง,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,2400,8850100120410,,,Y,Y,2980,0.000,0.000,Y
ควิกรสกุ้งนึ่งมะนาว,10760,ควิกรสกุ้งนึ่งมะนาว,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,77,8850100003713,,,Y,Y,100,1.000,,Y
ควิกรสต้มยำกุ้ง,10765,ควิกรสต้มยำกุ้ง,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,2400,8850100120311,,,Y,Y,2980,0.000,0.000,Y
ควิกรสต้มยำกุ้งtom-kom-shrimp-flavour-instant-noodles,10789,ควิกรสต้มยำกุ้งTOM KOM SHRIMP FLAVOUR INSTANT NOODLES,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,77,8850100101075,,,Y,Y,100,15.000,,Y
ควิกรสต้มยำมันกุ้งtom-yum-mun-goong-flavourinstant-noodles,10790,ควิกรสต้มยำมันกุ้งTOM YUM MUN GOONG FLAVOURINSTANT NOODLES,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,77,8850100101143,,,Y,Y,100,5.000,,Y
คอหมูย่าง-(s),10925,คอหมูย่าง (s),FROZEN,,N,,,,,,,500,,,,Y,Y,750,8.000,0.000,Y
คอหมูย่าง(mỡ-nọng-cổ)豚のトントロ/kg.,10900,คอหมูย่าง(MỠ NỌNG CỔ)豚のトントロ/kg.,FROZEN,,N,,,,,,,530,39000700000013,,,Y,Y,850,8.000,,Y
คันนาวัว,10108,คันนาวัว,FROZEN,,N,,,,,,,500,,,,Y,Y,900,11.000,0.000,Y
คัพโจ๊ก-รสหมู-32กรัม,10953,คัพโจ๊ก รสหมู 32กรัม,เครื่องแกง,,N,,,,,,,200,8850144208112,,,Y,Y,300,18.000,,Y
คัพโจ๊ก-รสไก่-32กรัม,10952,คัพโจ๊ก รสไก่ 32กรัม,เครื่องแกง,,N,,,,,,,200,8850144208099,,,Y,Y,300,26.000,,Y
คัสเทล่า,11079,คัสเทล่า,ขนม,,N,,,,,,,218,4977375319869,,,Y,Y,285,0.000,,Y
คาราบาว,11135,คาราบาว,เครื่องดื่ม,,N,,,,,,,162,8855790000011,,,Y,Y,250,50.000,,Y
คุ้กกี้รสส้ม,10845,คุ้กกี้รสส้ม,ขนม,,N,,,,,,,900,8859465691009,,,Y,Y,1250,2.000,0.000,Y
คุ๊กกี้สิงคโปร์,10735,คุ๊กกี้สิงคโปร์,ขนม,,N,,,,,,,500,8857127587035,,,Y,Y,600,0.000,0.000,Y
จ้อปู,10997,จ้อปู,FROZEN,,N,,,,,,,1800,,,,Y,Y,2500,0.000,,Y
จิ้งหรีดแช่แข็ง,10998,จิ้งหรีดแช่แข็ง,FROZEN,,N,,,,,,,1000,,,,Y,Y,1200,10.000,,Y
ชนมปังสี่เหลี่ยม-งากรอบ,10846,ชนมปังสี่เหลี่ยม งากรอบ,ขนม,,N,,,,,,,900,8859465691108,,,Y,Y,1350,0.000,0.000,Y
ชั่วคราว,10396,ชั่วคราว,,,N,,,,,,,0,,,,N,Y,variable,,,Y
ชาตรามือ,10317,ชาตรามือ,ของตากแห้ง,,N,,,,,,,0,8850370420302,,,Y,Y,790,0.000,0.000,Y
ชาเนสทีรสมะนาว,10497,ชาเนสทีรสมะนาว,เครื่องดื่ม,,N,,,,,,,0,8850127007176,,,Y,Y,110,2.000,0.000,Y
ชาไทยกระป๋อง,10443,ชาไทยกระป๋อง,เครื่องดื่ม,,N,,,,,,,143,016229004491,,,Y,Y,210,24.000,0.000,Y
ชุดครก,10643,ชุดครก,เครื่องใช้ในครัว,,N,,,,,,,1936,,,,Y,Y,3000,2.000,,Y
ชุดทำข้าวมันไก่-โลโบ-120-กรัม,10190,ชุดทำข้าวมันไก่ โลโบ 120 กรัม,เครื่องปรุง,,N,,,,,,,313,8850030030339,,,Y,Y,360,13.000,0.000,Y
ชุดหวดข้าว,10117,ชุดหวดข้าว,,,N,,,,,,,0,,,,N,Y,4800,,,Y
ชุดเครื่องในหมู,10008,ชุดเครื่องในหมู,FROZEN,,N,,,,,,,500,,,,Y,Y,650,0.000,,Y
ชุดเนื้อวัวต้มแซป,10109,ชุดเนื้อวัวต้มแซป,FROZEN,,N,,,,,,,500,,,,Y,Y,780,9.000,,Y
ซอสปรุงรสผัดไทย-โลโบ-120g,10145,ซอสปรุงรสผัดไทย โลโบ 120g,เครื่องแกง,,N,,,,,,,302,8850030003074,,,Y,Y,370,3.000,0.000,Y
ซอสผัดผงกระหรี่โลโบ,10615,ซอสผัดผงกระหรี่โลโบ,เครื่องแกง,,N,,,,,,,153,8850030006648,,,Y,Y,250,12.000,0.000,Y
ซอสผัดไทยสําเร็จรูป,10186,ซอสผัดไทยสําเร็จรูป,เครื่องปรุง,,N,,,,,,,0,8850363300055,,,Y,Y,300,10.000,,Y
"ซอสฝาเขียวตราภูเขาทอง1,000-ml",10212,"ซอสฝาเขียวตราภูเขาทอง1,000 ml",ซอสปรุงรส,,N,,,,,,,364,083737230131,,,Y,Y,480,-6.000,,Y
ซอสพริก,10300,ซอสพริก,สินค้าเวียดนาม,,N,,,,,,,0,8934781011264,,,Y,Y,450,3.000,0.000,Y
ซอสพริกภูเขาทอง-hot-chili-sauce,10831,ซอสพริกภูเขาทอง HOT CHILI SAUCE,เครื่องปรุง,,N,,,,,,,305,8851954103260,,,Y,Y,530,6.000,,Y
ซอสพริกศรีราชา-570-กรัม,10221,ซอสพริกศรีราชา 570 กรัม,น้ำจิ้ม,,N,,,,,,,410,8851954100160,,,Y,Y,650,9.000,,Y
ซอสภูเขาทอง-ฝาเขียว-200-ml.,10195,ซอสภูเขาทอง ฝาเขียว 200 ml.,ซอสปรุงรส,,N,,,,,,,0,8851954101648,,,Y,Y,350,0.000,,Y
ซอสภูเขาทอง,10194,ซอสภูเขาทอง ฝาเหลือง 110 ml,ซอสปรุงรส,,N,,,,,,,135,8851954101914,,,Y,Y,280,15.000,,Y
ซอสหอยช้อย(เล็ก),10832,ซอสหอยช้อย(เล็ก),เครื่องปรุง,,N,,,,,,,237,8850554630824,,,Y,Y,350,6.000,,Y
ซอสเย็นตาโฟ-ปรุงสำเร็จ,10996,ซอสเย็นตาโฟ ปรุงสำเร็จ,เครื่องปรุง,,N,,,,,,,800,,,,Y,Y,1500,10.000,0.000,Y
ซอสแม็กกี้-100-ml,10196,ซอสแม็กกี้ 100 ml,ซอสปรุงรส,,N,,,,,,,199,8850124065407,,,Y,Y,350,11.000,0.000,Y
ซอสแม็กกี้ขวดใหญ่-680-ml,10216,ซอสแม็กกี้ขวดใหญ่ 680 ml,ซอสปรุงรส,,N,,,,,,,470,8850124065421,,,Y,Y,650,10.000,,Y
ซันไลกลิ่นส้ม,10480,ซันไลกลิ่นส้ม,,,N,,,,,,,0,4987176239068,,,Y,Y,270,3.000,0.000,Y
ซีฟู๊ดสัปปะรด,11126,ซีฟู๊ดสัปปะรด,,,N,,,,,,,500,,,,Y,Y,650,13.000,,Y
ซีม่าแบบน้ำ,10577,ซีม่าแบบน้ำ,,,N,,,,,,,0,8858670600752,,,Y,Y,700,5.000,0.000,Y
ซีอิ๊วขาวตราเด็กสมบูรณ์700-ml,10211,ซีอิ๊วขาวตราเด็กสมบูรณ์700 ml,ซอสปรุงรส,,N,,,,,,,564,8850206251544,,,Y,Y,745,1.000,,Y
ซีอิ๊วขาวตราเด็กสมบูรณ์ขวดเล็ก-300-ml,10230,ซีอิ๊วขาวตราเด็กสมบูรณ์ขวดเล็ก 300 ml,ซอสปรุงรส,,N,,,,,,,264,8850206011124,,,Y,Y,380,7.000,,Y
ซีอิ๊วขาวเด็กสมบรูณ์1000กรัม,10726,ซีอิ๊วขาวเด็กสมบรูณ์1000กรัม,เครื่องปรุง,,N,,,,,,,502,8850206011476,,,Y,Y,680,1.000,0.000,Y
ซีอิ๊วดำฉลากส้มตราเด็กสมบูรณ์-410-กรัม,10209,ซีอิ๊วดำฉลากส้มตราเด็กสมบูรณ์ 410 กรัม,ซอสปรุงรส,,N,,,,,,,209,8850206066124,,,Y,Y,330,-1.000,0.000,Y
ซีอิ๊วดำฉลากส้มตราเด็กสมบูรณ์-940-กรัม,10210,ซีอิ๊วดำฉลากส้มตราเด็กสมบูรณ์ 940 กรัม,ซอสปรุงรส,,N,,,,,,,314,8850206066032,,,Y,Y,450,7.000,,Y
ซีอิ๊วหวานตราเด็กสมบูรณ์-420-กรัม,10208,ซีอิ๊วหวานตราเด็กสมบูรณ์ 420 กรัม,ซอสปรุงรส,,N,,,,,,,213,8850206060122,,,Y,Y,330,38.000,,Y
ซุปก้อนรสหมู-20-กรัม,10170,ซุปก้อนรสหมู 20 กรัม,ผงปรุงรส,,N,,,,,,,63,8850144206392,,,Y,Y,120,14.000,,Y
ซุปก้อนสุกี้ยากี้-75-กรัม,10171,ซุปก้อนสุกี้ยากี้ 75 กรัม,ผงปรุงรส,,N,,,,,,,0,8938542519075,,,Y,Y,120,0.000,0.000,Y
ซุปไก่ก้อนคนอร์-20-กรัม,10168,ซุปไก่ก้อนคนอร์ 20 กรัม,ผงปรุงรส,,N,,,,,,,63,8850144206378,,,Y,Y,120,1.000,,Y
ดอกขี้เหล็ก(冷凍タガヤサンの花),10403,ดอกขี้เหล็ก(冷凍タガヤサンの花),FROZEN,,N,,,,,,,745,8858771600828,,,Y,Y,980,13.000,0.000,Y
ดอกงิ้ว,10645,ดอกงิ้ว,ของตากแห้ง,,N,,,,,,,0,,,,Y,Y,200,1.000,0.000,Y
ดอกงิ้ว-1,11063,ดอกงิ้ว,อาหารแห้ง,,N,,,,,,,102,8858265000967,,,Y,Y,150,20.000,,Y
ดีวัว--น้องพร,10115,ดีวัว  น้องพร,เครื่องปรุง,,N,,,,,,,280,8858624001017,,,Y,Y,380,0.000,0.000,Y
ดีวัว-หม่ำ,10105,ดีวัว หม่ำ,เครื่องปรุง,,N,,,,,,,288,8858759601250,,,Y,Y,780,0.000,0.000,Y
ตะใคร้แช่แข็ง-lemon-grass,10833,ตะใคร้แช่แข็ง lemon grass,FROZEN,,N,,,,,,,408,8858265000493,,,Y,Y,530,13.000,,Y
ตังฉ่าย-310-กรัม,10177,ตังฉ่าย 310 กรัม,เครื่องปรุง,,N,,,,,,,477,8850097117158,,,Y,Y,660,5.000,0.000,Y
ขึ้นฉ่าย,10727,ตั้งโอ๋,ของสด,,N,,,,,,,83,,,,Y,Y,200,0.000,0.000,Y
ตำเส้นเล็ก-(คันโยก),10819,ตำเส้นเล็ก (คันโยก),บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,250,8857128315224,,,Y,Y,450,5.000,0.000,Y
ตีนหมูหั่นmóng-heo,10681,ตีนหมูหั่นMÓNG HEO,FROZEN,,N,,,,,,,393,3900013000018,,,Y,Y,550,14.000,,Y
ตีนไก่,10628,ตีนไก่,FROZEN,,N,,,,,,,384,,,,Y,Y,500,10.000,,Y
ถั่วลิสงlạc-sống/kg,10103,ถั่วลิสงLạc sống/kg,ของสด,,N,,,,,,,500,,,,Y,Y,850,9.000,,Y
ถั่วเขียวไร่ทิพย์-500-กรัม,10272,ถั่วเขียวไร่ทิพย์ 500 กรัม,วัตถุดิบของหวาน,,N,,,,,,,0,8851683000250,,,Y,Y,350,12.000,0.000,Y
ถั่วเหลืองซีก,10822,ถั่วเหลืองซีก,,,N,,,,,,,237,,,,Y,Y,320,30.000,,Y
ถั่วเหลืองซีก-1,11098,ถั่วเหลืองซีก,,,N,,,,,,,0,,,,Y,Y,320,16.000,,Y
ถุงชงชา,10995,ถุงชงชา,เครื่องใช้ในครัว,,N,,,,,,,0,18000135,,,Y,Y,500,1.000,0.000,Y
ทรอส-ฟรีซคูล,10913,ทรอส ฟรีซคูล,Cosmetic,,N,,,,,,,800,8851989022055,,,Y,Y,1200,1.000,0.000,Y
ทองม้วน,11133,ทองม้วน,ขนม,,N,,,,,,,450,,,,Y,Y,650,10.000,,Y
ทอดมันปลาเจ้าสัว(タイ風さつま揚げ),10414,ทอดมันปลาเจ้าสัว(タイ風さつま揚げ),FROZEN,,N,,,,,,,243,8854241000105,,,Y,Y,350,4.000,,Y
ทาร์ตสัปปะรด,10956,ทาร์ตสัปปะรด,ขนม,,N,,,,,,,500,8857127587127,,,Y,Y,700,2.000,0.000,Y
ทาโร่-(รสเข้มข้น),10892,ทาโร่ (รสเข้มข้น),Snak,,N,,,,,,,0,8852044497719,,,Y,Y,110,1.000,0.000,Y
ทาโร่(บาบิคิว),10893,ทาโร่(บาบิคิว),Snak,,N,,,,,,,0,8852044507814,,,Y,Y,110,-3.000,0.000,Y
ทิฟฟี่,10942,ทิฟฟี่,,,N,,,,,,,0,18514738,,,Y,Y,350,13.000,0.000,Y
ทุบก้อนรสต้มยำ-20-กรัม,10169,ทุบก้อนรสต้มยำ 20 กรัม,ผงปรุงรส,,N,,,,,,,98,8850144059097,,,Y,Y,120,19.000,0.000,Y
ทเวลฟ์-พลัสไวท์เทนนิ่ง-โรลออน-เลสเซฟ-เฟิร์มมิ่ง,10563,ทเวลฟ์ พลัสไวท์เทนนิ่ง โรลออน เลสเซฟ เฟิร์มมิ่ง,,,N,,,,,,,0,8851123795463,,,Y,Y,800,0.000,0.000,Y
นม(ust)สตรอเบอร์รี่,10009,นม(ust)สตรอเบอร์รี่,สินค้าเวียดนาม,,N,,,,,,,0,8935217400256,,,Y,Y,140,0.000,0.000,Y
นมข้นหวาน-(มะลิ)sweetened-condensed-milk,10826,นมข้นหวาน (มะลิ)Sweetened Condensed Milk,หมวดกระป๋อง,,N,,,,,,,500,8850151961116,,,Y,Y,750,2.000,,Y
นมข้นหวาน-tai-loc,10306,นมข้นหวาน Tai Loc,วัตถุดิบของหวาน,,N,,,,,,,0,8934673230155,,,Y,Y,230,0.000,0.000,Y
นมข้นหวานคาร์เนชั่น,10304,นมข้นหวานคาร์เนชั่น,วัตถุดิบของหวาน,,N,,,,,,,286,8858705607428,,,Y,Y,430,27.000,,Y
นมข้นหวานมะลิโกล,11107,นมข้นหวานมะลิโกล,,,N,,,,,,,500,8850151951018,,,Y,Y,750,4.000,,Y
นมข้นหวานอ่องโต,10305,นมข้นหวานอ่องโต,วัตถุดิบของหวาน,,N,,,,,,,250,8934673312509,,,Y,Y,380,0.000,0.000,Y
นมจืดคาร์เนชั่น,10303,นมจืดคาร์เนชั่น,วัตถุดิบของหวาน,,N,,,,,,,540,8850124018205,,,Y,Y,790,1.000,,Y
นมถั่วเหลือง,10457,นมถั่วเหลือง,เครื่องดื่ม,,N,,,,,,,0,8934614015025,,,Y,Y,85,5.000,0.000,Y
นางเลิ้ง-รสดั้งเดิม,10876,นางเลิ้ง รสดั้งเดิม,ขนม,,N,,,,,,,400,8857123415073,,,Y,Y,650,2.000,0.000,Y
น้ำกระเทียมดองป้าบัว,11057,น้ำกระเทียมดองป้าบัว,,,N,,,,,,,500,,,,Y,Y,850,6.000,,Y
น้ำกระเทียมดองป้าบัว-1,11066,น้ำกระเทียมดองป้าบัว,,,N,,,,,,,400,8858973700586,,,Y,Y,850,3.000,,Y
น้ำกระเทียมดองแม่เหรียญ,10737,น้ำกระเทียมดองแม่เหรียญ,เครื่องปรุง,,N,,,,,,,380,8857200292467,,,Y,Y,498,10.000,,Y
น้ำก๋วยเตี๋ยวกึ่งสำเร็จรูปเข้มข้นรสเนื้อinstant-concentrated,10844,น้ำก๋วยเตี๋ยวกึ่งสำเร็จรูปเข้มข้นรสเนื้อInstant Concentrated,เครื่องปรุง,,N,,,,,,,450,8854334004164,,,Y,Y,650,0.000,0.000,Y
